,NH3,NH3_final,H,H_final,label,Time,TimeProcess,People,Positive,Negative
4182,49,49,34,34%,0,2:30 PM,870,1,1,0
4183,50,50,34,34%,0,2:35 PM,875,1,0,1
4184,49,49,38,38%,0,2:40 PM,880,2,1,1
4185,39,39,36,36%,0,2:45 PM,885,14,13,12
4186,47,47,38,38%,0,2:50 PM,890,6,6,6
4187,44,44,36,36%,0,2:55 PM,895,3,2,2
4188,46,46,32,32%,0,3:00 PM,900,3,3,1
4189,50,50,31,31%,0,3:05 PM,905,3,1,1
4190,47,47,33,33%,0,3:10 PM,910,2,0,1
4191,45,45,37,37%,0,3:15 PM,915,4,3,1
4192,40,40,34,34%,0,3:20 PM,920,5,3,2
4193,50,50,34,34%,0,3:25 PM,925,3,2,1
4194,45,45,32,32%,0,3:30 PM,930,1,1,0
4195,42,42,29,29%,0,3:35 PM,935,3,0,1
4196,45,45,29,29%,0,3:40 PM,940,4,2,4
4197,48,48,30,30%,0,3:45 PM,945,4,4,3
4198,48,48,28,28%,0,3:50 PM,950,2,2,2
4199,47,47,27,27%,1,3:55 PM,955,3,1,0
4200,47,47,25,25%,0,4:00 PM,960,2,2,1
4201,43,43,26,26%,0,4:05 PM,965,4,2,0
4202,51,51,25,25%,0,4:10 PM,970,2,2,2
4203,54,54,25,25%,0,4:15 PM,975,2,0,0
4204,55,55,25,25%,0,4:20 PM,980,5,4,3
4205,48,48,22,22%,0,4:25 PM,985,3,3,2
4206,54,54,22,22%,0,4:30 PM,990,7,5,5
4207,49,49,24,24%,0,4:35 PM,995,0,0,0
4208,55,55,20,20%,0,4:40 PM,1000,6,4,4
4209,50,50,22,22%,0,4:45 PM,1005,4,4,2
4210,44,44,24,24%,0,4:50 PM,1010,3,1,0
4211,48,48,27,27%,1,4:55 PM,1015,3,1,2
4212,49,49,28,28%,0,5:00 PM,1020,3,2,3
4213,39,39,28,28%,0,5:05 PM,1025,1,1,1
4214,48,48,24,24%,0,5:10 PM,1030,2,2,2
4215,43,43,27,27%,0,5:15 PM,1035,2,0,1
4216,45,45,24,24%,0,5:20 PM,1040,3,2,0
4217,41,41,27,27%,0,5:25 PM,1045,4,4,3
4218,47,47,27,27%,0,5:30 PM,1050,1,0,1
4219,43,43,26,26%,0,5:35 PM,1055,1,1,1
4220,41,41,25,25%,0,5:40 PM,1060,2,0,0
4221,46,46,25,25%,0,5:45 PM,1065,2,2,1
4222,42,42,23,23%,0,5:50 PM,1070,6,4,2
4223,45,45,28,28%,0,5:55 PM,1075,2,2,0
4224,43,43,25,25%,0,7:00 AM,420,1,0,0
4225,49,49,27,27%,0,7:05 AM,425,1,1,1
4226,48,48,27,27%,0,7:10 AM,430,1,1,1
4227,45,45,23,23%,0,7:15 AM,435,2,0,2
4228,51,51,26,26%,0,7:20 AM,440,6,6,6
4229,52,52,27,27%,0,7:25 AM,445,3,1,0
4230,49,49,25,25%,0,7:30 AM,450,1,1,1
4231,48,48,23,23%,0,7:35 AM,455,3,0,0
4232,50,50,27,27%,0,7:40 AM,460,4,2,0
4233,52,52,27,27%,0,7:45 AM,465,3,1,0
4234,57,57,34,34%,0,7:50 AM,470,5,2,1
4235,57,57,39,39%,0,7:55 AM,475,4,4,1
4236,63,63,35,35%,0,8:00 AM,480,6,5,3
4237,68,68,37,37%,0,8:05 AM,485,3,0,1
4238,71,71,39,39%,0,8:10 AM,490,7,5,5
4239,63,63,40,40%,0,8:15 AM,495,4,2,0
4240,76,76,37,37%,0,8:20 AM,500,3,2,3
4241,70,70,32,32%,0,8:25 AM,505,6,3,4
4242,71,71,33,33%,0,8:30 AM,510,7,6,6
4243,65,65,31,31%,0,8:35 AM,515,2,1,2
4244,65,65,37,37%,0,8:40 AM,520,4,3,1
4245,65,65,39,39%,0,8:45 AM,525,6,6,5
4246,67,67,33,33%,0,8:50 AM,530,4,4,3
4247,67,67,37,37%,2,8:55 AM,535,3,1,0
4248,62,62,35,35%,0,9:00 AM,540,4,2,1
4249,63,63,34,34%,0,9:05 AM,545,4,3,2
4250,69,69,26,26%,0,9:10 AM,550,7,6,5
4251,67,67,28,28%,0,9:15 AM,555,3,1,0
4252,72,72,31,31%,0,9:20 AM,560,4,2,0
4253,62,62,27,27%,0,9:25 AM,565,7,6,7
4254,64,64,26,26%,0,9:30 AM,570,4,4,1
4255,67,67,27,27%,0,9:35 AM,575,5,4,5
4256,69,69,23,23%,0,9:40 AM,580,6,3,5
4257,62,62,25,25%,0,9:45 AM,585,6,4,2
4258,68,68,26,26%,0,9:50 AM,590,5,2,1
4259,67,67,26,26%,2,9:55 AM,595,3,2,0
4260,64,64,23,23%,0,10:00 AM,600,6,6,4
4261,60,60,27,27%,0,10:05 AM,605,7,6,6
4262,63,63,25,25%,0,10:10 AM,610,9,7,8
4263,55,55,24,24%,0,10:15 AM,615,2,0,1
4264,49,49,28,28%,0,10:20 AM,620,4,2,0
4265,40,40,25,25%,0,10:25 AM,625,6,4,4
4266,45,45,24,24%,0,10:30 AM,630,3,3,2
4267,45,45,28,28%,0,10:35 AM,635,1,0,1
4268,40,40,23,23%,0,10:40 AM,640,5,3,4
4269,42,42,28,28%,0,10:45 AM,645,1,0,1
4270,49,49,28,28%,0,10:50 AM,650,3,3,3
4271,40,40,23,23%,0,10:55 AM,655,2,0,0
4272,43,43,27,27%,0,11:00 AM,660,0,0,0
4273,42,42,26,26%,0,11:05 AM,665,3,2,1
4274,45,45,23,23%,0,11:10 AM,670,3,3,0
4275,39,39,22,22%,0,11:15 AM,675,1,1,0
4276,44,44,25,25%,0,11:20 AM,680,1,0,0
4277,47,47,23,23%,0,11:25 AM,685,3,0,0
4278,43,43,25,25%,0,11:30 AM,690,2,0,2
4279,43,43,26,26%,0,11:35 AM,695,2,0,1
4280,47,47,27,27%,0,11:40 AM,700,2,1,1
4281,39,39,24,24%,0,11:45 AM,705,3,2,0
4282,45,45,25,25%,0,11:50 AM,710,3,3,0
4283,42,42,32,32%,0,11:55 AM,715,1,1,0
4284,40,40,33,33%,0,12:00 PM,720,4,3,0
4285,43,43,34,34%,0,12:05 PM,725,2,2,2
4286,42,42,29,29%,0,12:10 PM,730,3,3,3
4287,45,45,34,34%,0,12:15 PM,735,4,1,4
4288,43,43,32,32%,0,12:20 PM,740,0,0,0
4289,40,40,31,31%,0,12:25 PM,745,0,0,0
4290,42,42,29,29%,0,12:30 PM,750,4,2,1
4291,48,48,26,26%,0,12:35 PM,755,3,3,3
4292,45,45,25,25%,0,12:40 PM,760,3,1,0
4293,48,48,29,29%,0,12:45 PM,765,5,2,2
4294,48,48,26,26%,0,12:50 PM,770,1,1,0
4295,44,44,20,20%,0,12:55 PM,775,2,2,2
4296,44,44,22,22%,0,1:00 PM,780,5,2,3
4297,47,47,26,26%,0,1:05 PM,785,4,2,0
4298,49,49,24,24%,0,1:10 PM,790,6,5,4
4299,47,47,24,24%,0,1:15 PM,795,2,0,0
4300,48,48,23,23%,0,1:20 PM,800,3,0,2
4301,46,46,24,24%,0,1:25 PM,805,1,1,0
4302,51,51,23,23%,0,1:30 PM,810,5,4,2
4303,48,48,24,24%,0,1:35 PM,815,3,1,3
4304,43,43,24,24%,0,1:40 PM,820,5,2,1
4305,46,46,25,25%,0,1:45 PM,825,2,0,2
4306,46,46,22,22%,0,1:50 PM,830,3,3,3
4307,45,45,27,27%,0,1:55 PM,835,6,6,5
4308,47,47,29,29%,0,2:00 PM,840,3,3,1
4309,44,44,24,24%,0,2:05 PM,845,3,2,3
4310,45,45,24,24%,0,2:10 PM,850,2,1,0
4311,43,43,28,28%,0,2:15 PM,855,1,0,0
4312,48,48,22,22%,0,2:20 PM,860,3,1,3
4313,44,44,23,23%,0,2:25 PM,865,4,1,0
4314,45,45,23,23%,0,2:30 PM,870,2,0,0
4315,49,49,26,26%,0,2:35 PM,875,4,1,2
4316,49,49,23,23%,0,2:40 PM,880,3,1,2
4317,48,48,26,26%,0,2:45 PM,885,2,0,0
4318,42,42,27,27%,0,2:50 PM,890,3,0,3
4319,52,52,28,28%,0,2:55 PM,895,8,5,4
4320,44,44,26,26%,0,3:00 PM,900,3,2,0
4321,49,49,24,24%,0,3:05 PM,905,0,0,0
4322,57,57,25,25%,0,3:10 PM,910,4,4,4
4323,51,51,24,24%,0,3:15 PM,915,7,7,6
4324,59,59,26,26%,0,3:20 PM,920,5,5,4
4325,56,56,25,25%,0,3:25 PM,925,5,4,1
4326,57,57,25,25%,0,3:30 PM,930,6,5,5
4327,58,58,31,31%,0,3:35 PM,935,6,3,6
4328,56,56,30,30%,0,3:40 PM,940,7,5,5
4329,58,58,32,32%,0,3:45 PM,945,6,4,5
4330,57,57,39,39%,0,3:50 PM,950,4,1,3
4331,59,59,41,41%,1,3:55 PM,955,10,9,8
4332,56,56,39,39%,0,4:00 PM,960,5,3,4
4333,46,46,44,44%,0,4:05 PM,965,4,2,4
4334,43,43,44,44%,0,4:10 PM,970,4,2,2
4335,47,47,44,44%,0,4:15 PM,975,4,2,4
4336,45,45,42,42%,0,4:20 PM,980,7,7,6
4337,42,42,41,41%,0,4:25 PM,985,4,4,2
4338,42,42,44,44%,0,4:30 PM,990,2,0,2
4339,47,47,42,42%,0,4:35 PM,995,4,4,1
4340,43,43,42,42%,0,4:40 PM,1000,1,0,0
4341,44,44,40,40%,0,4:45 PM,1005,6,5,3
4342,44,44,39,39%,0,4:50 PM,1010,4,1,1
4343,47,47,26,26%,0,4:55 PM,1015,8,7,6
4344,45,45,23,23%,0,5:00 PM,1020,3,0,2
4345,45,45,22,22%,0,5:05 PM,1025,3,0,3
4346,42,42,25,25%,0,5:10 PM,1030,3,0,1
4347,48,48,27,27%,0,5:15 PM,1035,3,1,2
4348,46,46,24,24%,0,5:20 PM,1040,1,1,1
4349,41,41,22,22%,0,5:25 PM,1045,3,3,0
4350,42,42,23,23%,0,5:30 PM,1050,4,4,2
4351,48,48,25,25%,0,5:35 PM,1055,0,0,0
4352,44,44,25,25%,0,5:40 PM,1060,4,2,4
4353,41,41,29,29%,0,5:45 PM,1065,2,1,0
4354,44,44,30,30%,0,5:50 PM,1070,1,1,0
4355,43,43,25,25%,0,5:55 PM,1075,3,0,1
4356,46,46,29,29%,0,7:00 AM,420,2,0,1
4357,43,43,24,24%,0,7:05 AM,425,1,0,0
4358,40,40,23,23%,0,7:10 AM,430,5,4,2
4359,42,42,24,24%,0,7:15 AM,435,2,1,0
4360,46,46,28,28%,0,7:20 AM,440,5,4,5
4361,45,45,32,32%,0,7:25 AM,445,5,3,1
4362,41,41,26,26%,0,7:30 AM,450,2,1,0
4363,42,42,27,27%,0,7:35 AM,455,1,0,0
4364,41,41,25,25%,0,7:40 AM,460,2,2,2
4365,40,40,28,28%,0,7:45 AM,465,1,0,1
4366,43,43,24,24%,0,7:50 AM,470,0,0,0
4367,46,46,31,31%,0,7:55 AM,475,2,2,2
4368,48,48,26,26%,0,8:00 AM,480,2,2,1
4369,43,43,29,29%,0,8:05 AM,485,5,4,1
4370,45,45,25,25%,0,8:10 AM,490,4,4,0
4371,43,43,29,29%,0,8:15 AM,495,2,2,2
4372,42,42,30,30%,0,8:20 AM,500,1,0,0
4373,47,47,26,26%,0,8:25 AM,505,4,1,0
4374,45,45,30,30%,0,8:30 AM,510,8,6,5
4375,44,44,21,21%,0,8:35 AM,515,6,5,5
4376,49,49,25,25%,0,8:40 AM,520,4,1,4
4377,39,39,27,27%,0,8:45 AM,525,3,0,2
4378,46,46,24,24%,0,8:50 AM,530,6,5,6
4379,43,43,29,29%,0,8:55 AM,535,2,2,0
4380,46,46,30,30%,0,9:00 AM,540,4,3,4
4381,39,39,25,25%,0,9:05 AM,545,4,3,4
4382,41,41,24,24%,0,9:10 AM,550,2,1,1
4383,41,41,28,28%,0,9:15 AM,555,2,1,0
4384,40,40,23,23%,0,9:20 AM,560,3,0,2
4385,40,40,24,24%,0,9:25 AM,565,2,1,1
4386,45,45,28,28%,0,9:30 AM,570,3,3,3
4387,44,44,26,26%,0,9:35 AM,575,3,1,2
4388,44,44,23,23%,0,9:40 AM,580,2,0,1
4389,47,47,28,28%,0,9:45 AM,585,0,0,0
4390,45,45,28,28%,0,9:50 AM,590,3,1,2
4391,48,48,25,25%,0,9:55 AM,595,3,1,0
4392,48,48,23,23%,0,10:00 AM,600,1,1,0
4393,41,41,25,25%,0,10:05 AM,605,4,2,1
4394,40,40,25,25%,0,10:10 AM,610,2,1,2
4395,41,41,22,22%,0,10:15 AM,615,4,4,1
4396,42,42,26,26%,0,10:20 AM,620,2,2,0
4397,44,44,26,26%,0,10:25 AM,625,3,1,1
4398,51,51,26,26%,0,10:30 AM,630,3,0,3
4399,47,47,25,25%,0,10:35 AM,635,2,2,0
4400,52,52,25,25%,0,10:40 AM,640,4,3,1
4401,51,51,27,27%,0,10:45 AM,645,9,9,9
4402,47,47,21,21%,0,10:50 AM,650,2,0,1
4403,58,58,25,25%,0,10:55 AM,655,6,5,2
4404,53,53,27,27%,0,11:00 AM,660,2,2,2
4405,60,60,26,26%,0,11:05 AM,665,2,1,2
4406,58,58,24,24%,0,11:10 AM,670,3,2,2
4407,56,56,23,23%,0,11:15 AM,675,7,5,4
4408,59,59,28,28%,0,11:20 AM,680,3,0,2
4409,63,63,24,24%,0,11:25 AM,685,2,1,0
4410,56,56,25,25%,0,11:30 AM,690,4,3,0
4411,59,59,25,25%,0,11:35 AM,695,4,3,2
4412,56,56,30,30%,0,11:40 AM,700,6,3,6
4413,60,60,24,24%,0,11:45 AM,705,6,6,4
4414,52,52,27,27%,0,11:50 AM,710,5,4,3
4415,59,59,28,28%,1,11:55 AM,715,3,3,2
4416,51,51,31,31%,0,12:00 PM,720,2,0,2
4417,53,53,27,27%,0,12:05 PM,725,8,7,5
4418,48,48,26,26%,0,12:10 PM,730,4,1,4
4419,43,43,28,28%,0,12:15 PM,735,2,2,2
4420,46,46,28,28%,0,12:20 PM,740,2,0,1
4421,44,44,25,25%,0,12:25 PM,745,3,0,0
4422,40,40,30,30%,0,12:30 PM,750,1,1,1
4423,40,40,35,35%,0,12:35 PM,755,4,2,4
4424,44,44,36,36%,0,12:40 PM,760,2,1,2
4425,39,39,33,33%,0,12:45 PM,765,3,3,2
4426,43,43,35,35%,0,12:50 PM,770,2,1,2
4427,45,45,35,35%,0,12:55 PM,775,3,1,2
4428,45,45,33,33%,0,1:00 PM,780,2,0,0
4429,47,47,31,31%,0,1:05 PM,785,4,2,3
4430,39,39,37,37%,0,1:10 PM,790,6,4,4
4431,45,45,36,36%,0,1:15 PM,795,0,0,0
4432,42,42,39,39%,0,1:20 PM,800,2,2,2
4433,40,40,38,38%,0,1:25 PM,805,5,5,5
4434,45,45,28,28%,0,1:30 PM,810,7,6,5
4435,44,44,28,28%,0,1:35 PM,815,3,0,2
4436,44,44,21,21%,0,1:40 PM,820,2,0,0
4437,42,42,22,22%,0,1:45 PM,825,7,7,4
4438,39,39,20,20%,0,1:50 PM,830,2,0,1
4439,44,44,22,22%,0,1:55 PM,835,10,7,9
4440,46,46,24,24%,0,2:00 PM,840,5,2,5
4441,44,44,24,24%,0,2:05 PM,845,5,5,2
4442,45,45,26,26%,0,2:10 PM,850,5,4,1
4443,42,42,27,27%,0,2:15 PM,855,3,3,0
4444,44,44,30,30%,0,2:20 PM,860,5,3,2
4445,42,42,45,45%,0,2:25 PM,865,4,1,0
4446,47,47,46,46%,0,2:30 PM,870,2,1,1
4447,47,47,47,47%,0,2:35 PM,875,4,3,0
4448,54,54,45,45%,0,2:40 PM,880,8,8,6
4449,55,55,43,43%,0,2:45 PM,885,9,7,6
4450,52,52,45,45%,0,2:50 PM,890,4,3,1
4451,56,56,41,41%,1,2:55 PM,895,7,7,5
4452,58,58,43,43%,0,3:00 PM,900,3,0,2
4453,51,51,37,37%,0,3:05 PM,905,2,2,0
4454,52,52,42,42%,0,3:10 PM,910,3,3,0
4455,55,55,43,43%,0,3:15 PM,915,3,0,3
4456,50,50,43,43%,0,3:20 PM,920,1,0,1
4457,57,57,37,37%,0,3:25 PM,925,3,0,0
4458,59,59,41,41%,0,3:30 PM,930,5,3,5
4459,55,55,43,43%,0,3:35 PM,935,5,4,5
4460,53,53,40,40%,0,3:40 PM,940,5,4,2
4461,49,49,38,38%,0,3:45 PM,945,2,1,0
4462,40,40,40,40%,0,3:50 PM,950,5,3,5
4463,48,48,32,32%,1,3:55 PM,955,1,0,1
4464,43,43,27,27%,0,4:00 PM,960,2,1,1
4465,41,41,25,25%,0,4:05 PM,965,5,4,1
4466,40,40,27,27%,0,4:10 PM,970,5,4,1
4467,43,43,28,28%,0,4:15 PM,975,4,3,4
4468,45,45,27,27%,0,4:20 PM,980,5,5,3
4469,46,46,24,24%,0,4:25 PM,985,9,8,7
4470,43,43,24,24%,0,4:30 PM,990,4,2,4
4471,41,41,26,26%,0,4:35 PM,995,5,4,1
4472,42,42,24,24%,0,4:40 PM,1000,7,7,5
4473,42,42,24,24%,0,4:45 PM,1005,5,3,1
4474,42,42,22,22%,0,4:50 PM,1010,6,6,4
4475,40,40,24,24%,0,4:55 PM,1015,3,0,1
4476,43,43,21,21%,0,5:00 PM,1020,3,3,0
4477,45,45,22,22%,0,5:05 PM,1025,7,7,7
4478,42,42,23,23%,0,5:10 PM,1030,1,0,1
4479,46,46,25,25%,0,5:15 PM,1035,4,4,0
4480,43,43,26,26%,0,5:20 PM,1040,3,2,2
4481,41,41,26,26%,0,5:25 PM,1045,7,5,7
4482,44,44,28,28%,0,5:30 PM,1050,1,0,0
4483,46,46,26,26%,0,5:35 PM,1055,4,3,4
4484,47,47,23,23%,0,5:40 PM,1060,2,2,1
4485,43,43,27,27%,0,5:45 PM,1065,3,0,0
4486,43,43,26,26%,0,5:50 PM,1070,5,5,4
4487,47,47,23,23%,0,5:55 PM,1075,4,1,1
4488,40,40,27,27%,0,7:00 AM,420,2,1,0
4489,44,44,23,23%,0,7:05 AM,425,4,3,3
4490,49,49,27,27%,0,7:10 AM,430,4,1,0
4491,39,39,21,21%,0,7:15 AM,435,4,4,3
4492,45,45,24,24%,0,7:20 AM,440,4,1,4
4493,40,40,26,26%,0,7:25 AM,445,7,6,3
4494,46,46,25,25%,0,7:30 AM,450,1,1,1
4495,44,44,24,24%,0,7:35 AM,455,2,1,0
4496,45,45,22,22%,0,7:40 AM,460,2,2,2
4497,45,45,30,30%,0,7:45 AM,465,7,5,3
4498,44,44,33,33%,0,7:50 AM,470,1,1,1
4499,40,40,44,44%,0,7:55 AM,475,2,1,1
4500,40,40,42,42%,0,8:00 AM,480,5,2,5
4501,42,42,44,44%,0,8:05 AM,485,4,4,1
4502,46,46,45,45%,0,8:10 AM,490,4,2,0
4503,39,39,42,42%,0,8:15 AM,495,1,1,0
4504,43,43,46,46%,0,8:20 AM,500,5,2,3
4505,42,42,44,44%,0,8:25 AM,505,3,0,2
4506,43,43,41,41%,0,8:30 AM,510,2,0,1
4507,43,43,40,40%,0,8:35 AM,515,1,1,1
4508,47,47,41,41%,0,8:40 AM,520,5,2,3
4509,41,41,43,43%,0,8:45 AM,525,2,0,1
4510,45,45,40,40%,0,8:50 AM,530,3,2,2
4511,43,43,40,40%,0,8:55 AM,535,3,0,2
4512,45,45,41,41%,0,9:00 AM,540,4,3,4
4513,43,43,42,42%,0,9:05 AM,545,3,0,1
4514,50,50,40,40%,0,9:10 AM,550,0,0,0
4515,43,43,37,37%,0,9:15 AM,555,3,0,0
4516,51,51,38,38%,0,9:20 AM,560,6,6,5
4517,46,46,29,29%,0,9:25 AM,565,2,0,1
4518,52,52,26,26%,0,9:30 AM,570,5,3,2
4519,53,53,27,27%,0,9:35 AM,575,5,4,5
4520,54,54,27,27%,0,9:40 AM,580,7,7,6
4521,58,58,29,29%,0,9:45 AM,585,2,0,1
4522,59,59,28,28%,0,9:50 AM,590,8,6,4
4523,56,56,23,23%,1,9:55 AM,595,5,2,1
4524,54,54,22,22%,0,10:00 AM,600,6,4,2
4525,58,58,21,21%,0,10:05 AM,605,5,3,3
4526,59,59,25,25%,0,10:10 AM,610,5,2,1
4527,61,61,23,23%,0,10:15 AM,615,4,2,0
4528,61,61,22,22%,0,10:20 AM,620,1,0,0
4529,62,62,24,24%,0,10:25 AM,625,9,8,7
4530,56,56,25,25%,0,10:30 AM,630,4,3,1
4531,58,58,25,25%,0,10:35 AM,635,13,11,10
4532,55,55,21,21%,0,10:40 AM,640,9,9,5
4533,47,47,22,22%,0,10:45 AM,645,5,3,4
4534,48,48,23,23%,0,10:50 AM,650,8,8,7
4535,40,40,27,27%,1,10:55 AM,655,5,3,5
4536,47,47,27,27%,0,11:00 AM,660,5,2,4
4537,44,44,23,23%,0,11:05 AM,665,6,4,3
4538,39,39,25,25%,0,11:10 AM,670,7,6,7
4539,41,41,28,28%,0,11:15 AM,675,4,4,4
4540,43,43,25,25%,0,11:20 AM,680,5,3,3
4541,41,41,23,23%,0,11:25 AM,685,4,4,2
4542,45,45,26,26%,0,11:30 AM,690,4,1,3
4543,44,44,24,24%,0,11:35 AM,695,4,3,3
4544,45,45,25,25%,0,11:40 AM,700,4,2,4
4545,43,43,23,23%,0,11:45 AM,705,3,3,2
4546,42,42,23,23%,0,11:50 AM,710,9,8,7
4547,47,47,25,25%,0,11:55 AM,715,5,3,4
4548,42,42,23,23%,0,12:00 PM,720,3,0,3
4549,42,42,21,21%,0,12:05 PM,725,4,2,2
4550,46,46,23,23%,0,12:10 PM,730,6,3,2
4551,46,46,23,23%,0,12:15 PM,735,5,3,3
4552,44,44,23,23%,0,12:20 PM,740,5,3,1
4553,41,41,24,24%,0,12:25 PM,745,2,0,2
4554,45,45,23,23%,0,12:30 PM,750,4,1,4
4555,41,41,23,23%,0,12:35 PM,755,5,3,1
4556,45,45,30,30%,0,12:40 PM,760,9,8,6
4557,42,42,28,28%,0,12:45 PM,765,3,1,0
4558,42,42,22,22%,0,12:50 PM,770,8,8,8
4559,38,38,27,27%,0,12:55 PM,775,4,2,4
4560,45,45,26,26%,0,1:00 PM,780,1,0,1
4561,41,41,27,27%,0,1:05 PM,785,5,4,5
4562,49,49,24,24%,0,1:10 PM,790,6,3,4
4563,48,48,25,25%,0,1:15 PM,795,2,0,0
4564,55,55,22,22%,0,1:20 PM,800,4,1,0
4565,51,51,25,25%,0,1:25 PM,805,4,2,3
4566,53,53,27,27%,0,1:30 PM,810,3,0,1
4567,54,54,24,24%,0,1:35 PM,815,4,2,3
4568,55,55,29,29%,0,1:40 PM,820,7,6,4
4569,55,55,27,27%,0,1:45 PM,825,10,9,8
4570,56,56,30,30%,0,1:50 PM,830,2,1,0
4571,56,56,27,27%,1,1:55 PM,835,6,5,5
4572,55,55,27,27%,0,2:00 PM,840,5,5,1
4573,56,56,28,28%,0,2:05 PM,845,4,3,3
4574,59,59,22,22%,0,2:10 PM,850,3,2,0
4575,54,54,31,31%,0,2:15 PM,855,3,3,2
4576,59,59,26,26%,0,2:20 PM,860,3,3,3
4577,47,47,26,26%,0,2:25 PM,865,1,0,0
4578,43,43,28,28%,0,2:30 PM,870,4,3,1
4579,46,46,23,23%,0,2:35 PM,875,0,0,0
4580,40,40,25,25%,0,2:40 PM,880,5,3,5
4581,44,44,25,25%,0,2:45 PM,885,2,0,0
4582,41,41,25,25%,0,2:50 PM,890,2,0,2
4583,46,46,25,25%,1,2:55 PM,895,4,2,0
4584,41,41,23,23%,0,3:00 PM,900,2,0,2
4585,41,41,22,22%,0,3:05 PM,905,0,0,0
4586,46,46,24,24%,0,3:10 PM,910,2,2,1
4587,49,49,24,24%,0,3:15 PM,915,2,1,1
4588,49,49,24,24%,0,3:20 PM,920,3,1,0
4589,43,43,24,24%,0,3:25 PM,925,6,3,6
4590,51,51,24,24%,0,3:30 PM,930,4,4,3
4591,52,52,26,26%,0,3:35 PM,935,2,1,2
4592,47,47,29,29%,0,3:40 PM,940,0,0,0
4593,49,49,22,22%,0,3:45 PM,945,2,1,0
4594,56,56,27,27%,0,3:50 PM,950,3,2,1
4595,49,49,29,29%,0,3:55 PM,955,0,0,0
4596,56,56,27,27%,0,4:00 PM,960,5,4,5
4597,54,54,28,28%,0,4:05 PM,965,2,2,0
4598,61,61,27,27%,0,4:10 PM,970,3,3,0
4599,68,68,27,27%,0,4:15 PM,975,6,6,5
4600,74,74,24,24%,0,4:20 PM,980,5,2,1
4601,62,62,25,25%,0,4:25 PM,985,4,1,2
4602,71,71,23,23%,0,4:30 PM,990,5,3,3
4603,67,67,28,28%,0,4:35 PM,995,5,2,2
4604,71,71,31,31%,0,4:40 PM,1000,5,3,1
4605,62,62,32,32%,0,4:45 PM,1005,3,3,3
4606,71,71,36,36%,0,4:50 PM,1010,3,3,3
4607,70,70,35,35%,2,4:55 PM,1015,5,3,4
4608,70,70,33,33%,0,5:00 PM,1020,4,1,2
4609,68,68,36,36%,0,5:05 PM,1025,6,5,5
4610,61,61,39,39%,0,5:10 PM,1030,5,4,1
4611,65,65,38,38%,0,5:15 PM,1035,6,6,2
4612,68,68,37,37%,0,5:20 PM,1040,11,10,11
4613,71,71,34,34%,0,5:25 PM,1045,3,3,3
4614,70,70,35,35%,0,5:30 PM,1050,6,4,5
4615,67,67,37,37%,0,5:35 PM,1055,7,6,7
4616,62,62,35,35%,0,5:40 PM,1060,7,6,4
4617,66,66,35,35%,0,5:45 PM,1065,6,5,6
4618,66,66,33,33%,0,5:50 PM,1070,8,6,7
4619,62,62,37,37%,2,5:55 PM,1075,7,4,7
4620,67,67,32,32%,0,7:00 AM,420,3,1,2
4621,68,68,26,26%,0,7:05 AM,425,4,1,3
4622,65,65,28,28%,0,7:10 AM,430,3,0,2
4623,58,58,27,27%,0,7:15 AM,435,8,6,6
4624,63,63,24,24%,0,7:20 AM,440,4,4,4
4625,54,54,23,23%,0,7:25 AM,445,5,3,4
4626,46,46,22,22%,0,7:30 AM,450,1,1,1
4627,44,44,24,24%,0,7:35 AM,455,0,0,0
4628,47,47,27,27%,0,7:40 AM,460,2,0,2
4629,45,45,25,25%,0,7:45 AM,465,5,3,3
4630,44,44,23,23%,0,7:50 AM,470,2,1,1
4631,46,46,24,24%,2,7:55 AM,475,0,0,0
4632,44,44,22,22%,0,8:00 AM,480,2,2,0
4633,41,41,23,23%,0,8:05 AM,485,2,1,1
4634,46,46,24,24%,0,8:10 AM,490,0,0,0
4635,40,40,23,23%,0,8:15 AM,495,3,3,3
4636,41,41,26,26%,0,8:20 AM,500,2,0,2
4637,42,42,25,25%,0,8:25 AM,505,3,2,2
4638,39,39,28,28%,0,8:30 AM,510,1,1,1
4639,45,45,24,24%,0,8:35 AM,515,2,1,2
4640,41,41,25,25%,0,8:40 AM,520,1,0,0
4641,42,42,28,28%,0,8:45 AM,525,0,0,0
4642,43,43,24,24%,0,8:50 AM,530,2,2,1
4643,39,39,25,25%,0,8:55 AM,535,3,1,0
4644,41,41,28,28%,0,9:00 AM,540,2,0,2
4645,45,45,22,22%,0,9:05 AM,545,2,1,2
4646,41,41,25,25%,0,9:10 AM,550,3,1,1
4647,46,46,27,27%,0,9:15 AM,555,1,0,1
4648,42,42,23,23%,0,9:20 AM,560,1,0,0
4649,41,41,29,29%,0,9:25 AM,565,1,1,0
4650,41,41,22,22%,0,9:30 AM,570,2,1,1
4651,44,44,24,24%,0,9:35 AM,575,0,0,0
4652,46,46,29,29%,0,9:40 AM,580,1,1,1
4653,43,43,20,20%,0,9:45 AM,585,5,5,5
4654,44,44,27,27%,0,9:50 AM,590,5,5,1
4655,47,47,32,32%,0,9:55 AM,595,5,5,2
4656,44,44,34,34%,0,10:00 AM,600,3,0,2
4657,42,42,32,32%,0,10:05 AM,605,1,0,0
4658,43,43,31,31%,0,10:10 AM,610,2,0,1
4659,45,45,33,33%,0,10:15 AM,615,2,2,0
4660,45,45,34,34%,0,10:20 AM,620,1,1,0
